NCES School ID,State School ID,NCES District ID,State District ID,NCES DistrictID2,Low Grade*,High Grade*,School Name,District,County Name*,Street Address,City,State,ZIP,ZIP 4-digit,Phone,Locale Code*,Locale*,Charter,Magnet*,Title I School*,Title 1 School Wide*,Students*,Teachers*,Student Teacher Ratio*,Free Lunch*,Reduced Lunch*
250279000210,00350036,2502790,35,2502790,06,12,CARTER DEVELOPMENTAL CENTER,BOSTON,SUFFOLK COUNTY,396 NORTHAMPTON STREET,BOSTON,MA,02118,3502,6176359832,11,City: Large,No,Ð,Yes,Yes,25.00000,5.00000,5.0000000,20.00000,2.00000
250279000213,00350054,2502790,35,2502790,PK,05,CHARLES H TAYLOR,BOSTON,SUFFOLK COUNTY,1060 MORTON STREET,MATTAPAN,MA,02126,2647,6176358731,11,City: Large,No,Ð,Yes,Yes,480.00000,35.09000,13.7000000,361.00000,26.00000
250279000214,00350052,2502790,35,2502790,PK,05,CHARLES SUMNER,BOSTON,SUFFOLK COUNTY,15 BASILE STREET,ROSLINDALE,MA,02131,2501,6176358131,11,City: Large,No,Ð,Yes,Yes,514.00000,36.59000,14.0000000,406.00000,32.00000
250279000215,00350515,2502790,35,2502790,09,12,CHARLESTOWN HIGH,BOSTON,SUFFOLK COUNTY,240 MEDFORD STREET,CHARLESTOWN,MA,02129,1930,6176359914,11,City: Large,No,Ð,Yes,Yes,952.00000,76.75000,12.4000000,757.00000,51.00000
250279000216,00350430,2502790,35,2502790,06,08,CLARENCE R EDWARDS MIDDLE,BOSTON,SUFFOLK COUNTY,28 WALKER STREET,CHARLESTOWN,MA,02129,2448,6176358516,11,City: Large,No,Ð,Yes,Yes,534.00000,49.14000,10.9000000,304.00000,9.00000
250279001617,00350518,2502790,35,2502790,09,12,COMMUNITY ACADEMY,BOSTON,SUFFOLK COUNTY,76 SHIRLEY STREET,ROXBURY,MA,02119,,6176357734,11,City: Large,No,Ð,Yes,Yes,37.00000,8.50000,4.4000000,23.00000,2.00000
250279001902,00350581,2502790,35,2502790,09,12,COMMUNITY ACADEMY OF SCIENCE AND HEALTH,BOSTON,SUFFOLK COUNTY,11 CHARLES STREET,DORCHESTER,MA,02122,,6176356365,11,City: Large,No,Ð,Yes,Yes,377.00000,39.13000,9.6000000,254.00000,16.00000
250279002622,00350020,2502790,35,2502790,PK,08,CURLEY K-8 SCHOOL,BOSTON,SUFFOLK COUNTY,493 CENTRE ST.,JAMAICA PLAIN,MA,02130,,6176358176,11,City: Large,No,Ð,Yes,Yes,799.00000,63.69000,12.5000000,528.00000,52.00000
250279000218,00350062,2502790,35,2502790,KG,05,CURTIS GUILD,BOSTON,SUFFOLK COUNTY,195 LEYDEN STREET,EAST BOSTON,MA,02128,2617,6176358523,11,City: Large,No,Ð,Yes,Yes,273.00000,23.00000,11.9000000,130.00000,3.00000
250279000220,00350072,2502790,35,2502790,PK,05,DAVID A ELLIS,BOSTON,SUFFOLK COUNTY,302 WALNUT AVENUE,ROXBURY,MA,02119,1324,6176358257,11,City: Large,No,Ð,Yes,Yes,394.00000,30.65000,12.9000000,297.00000,3.00000
250279000222,00350074,2502790,35,2502790,06,08,DEARBORN,BOSTON,SUFFOLK COUNTY,35 GREENVILLE STREET,ROXBURY,MA,02119,2315,6176358412,11,City: Large,No,Ð,Yes,Yes,246.00000,25.00000,9.8000000,169.00000,0.00000
250279000223,00350077,2502790,35,2502790,PK,05,DENNIS C HALEY,BOSTON,SUFFOLK COUNTY,570 AMERICAN LEGION HIGHWAY,ROSLINDALE,MA,02131,3299,6176358169,11,City: Large,No,Ð,Yes,Yes,312.00000,22.62000,13.8000000,148.00000,20.00000
250279000224,00350080,2502790,35,2502790,KG,08,DONALD MCKAY,BOSTON,SUFFOLK COUNTY,122 COTTAGE STREET,EAST BOSTON,MA,02128,2230,6176358510,11,City: Large,No,Ð,Yes,Yes,674.00000,44.60000,15.1000000, , 
250279002676,00350651,2502790,35,2502790,09,12,DORCHESTER ACADEMY,BOSTON,SUFFOLK COUNTY,18 CROFTLAND AVENUE,DORCHESTER,MA,02124,,6176359730,11,City: Large,No,Ð,Yes,Yes,393.00000,31.31000,12.6000000,290.00000,13.00000
250279001115,00350008,2502790,35,2502790,PK,03,DR. CATHERINE ELLISON-ROSA PARKS EARLY ED SCHOOL,BOSTON,SUFFOLK COUNTY,108 BABSON STREET,MATTAPAN,MA,02126,,6176357680,11,City: Large,No,Ð,Yes,Yes,207.00000,16.00000,12.9000000,154.00000,20.00000
250279000303,00350266,2502790,35,2502790,PK,05,DR. WILLIAM HENDERSON,BOSTON,SUFFOLK COUNTY,1669 DORCHESTER AVENUE,DORCHESTER,MA,02122,1325,6176358725,11,City: Large,No,Ð,Yes,Yes,244.00000,20.99000,11.6000000,81.00000,22.00000
250279001118,00350009,2502790,35,2502790,PK,02,EAST BOSTON EARLY CHILDHOOD CENTER,BOSTON,SUFFOLK COUNTY,135 GROVE STREET,EAST BOSTON,MA,02128,,6176356456,11,City: Large,No,Ð,Yes,Yes,199.00000,13.50000,14.7000000,102.00000,0.00000
250279000226,00350530,2502790,35,2502790,09,12,EAST BOSTON HIGH,BOSTON,SUFFOLK COUNTY,86 WHITE STREET,EAST BOSTON,MA,02128,1302,6176359896,11,City: Large,No,Ð,Yes,Yes,1412.00000,103.08000,13.7000000,642.00000,16.00000
250279002689,00350375,2502790,35,2502790,PK,08,EDISON K-8,BOSTON,SUFFOLK COUNTY,60 GLENMONT ROAD,BRIGHTON,MA,02135,,6176358436,11,City: Large,No,Ð,Yes,Yes,838.00000,55.26000,15.2000000,629.00000,56.00000
250279000227,00350088,2502790,35,2502790,PK,05,EDWARD EVERETT,BOSTON,SUFFOLK COUNTY,71 PLEASANT STREET,DORCHESTER,MA,02125,1823,6176358778,11,City: Large,No,Ð,Yes,Yes,282.00000,20.00000,14.1000000,184.00000,29.00000
250279000837,00350543,2502790,35,2502790,09,12,EGLESTON COMMUNITY HIGH SCHOOL,BOSTON,SUFFOLK COUNTY,80 SCHOOL ST,ROXBURY,MA,02119,,6176356429,11,City: Large,No,Ð,Yes,Yes,150.00000,11.28000,13.3000000,99.00000,6.00000
250279002514,00350006,2502790,35,2502790,PK,01,ELC - WEST ZONE,BOSTON,SUFFOLK COUNTY,200 HEATH STREET,JAMAICA PLAIN,MA,02130,1103,6176358275,11,City: Large,No,Ð,Yes,Yes,94.00000,7.14000,13.2000000,33.00000,2.00000
250279000229,00350094,2502790,35,2502790,KG,05,ELIHU GREENWOOD LEADERSHIP ACADEMY,BOSTON,SUFFOLK COUNTY,612 METROPOLITAN AVENUE,HYDE PARK,MA,02136,3122,6176358665,11,City: Large,No,Ð,Yes,Yes,396.00000,28.00000,14.1000000,255.00000,8.00000
250279000230,00350096,2502790,35,2502790,PK,08,ELIOT ELEMENTARY,BOSTON,SUFFOLK COUNTY,16 CHARTER STREET,BOSTON,MA,02113,1301,6176358545,11,City: Large,No,Ð,Yes,Yes,324.00000,24.78000,13.1000000,158.00000,14.00000
250279000232,00350100,2502790,35,2502790,PK,05,ELLIS MENDELL,BOSTON,SUFFOLK COUNTY,164 SCHOOL STREET,ROXBURY,MA,02119,3113,6176358234,11,City: Large,No,Ð,Yes,Yes,227.00000,15.90000,14.3000000,161.00000,14.00000
250279002016,00350522,2502790,35,2502790,09,12,EXCEL HIGH SCHOOL,BOSTON,SUFFOLK COUNTY,95 G. STREET,SOUTH BOSTON,MA,02127,,6176359870,11,City: Large,No,Ð,Yes,Yes,660.00000,50.98000,12.9000000,484.00000,46.00000
250279000695,00350540,2502790,35,2502790,09,12,FENWAY HIGH SCHOOL,BOSTON,SUFFOLK COUNTY,174 IPSWICH STREET,BOSTON,MA,02215,2925,6176359911,11,City: Large,No,Ð,Yes,Yes,322.00000,25.07000,12.8000000,192.00000,31.00000
250279000239,00350116,2502790,35,2502790,PK,08,FRANKLIN D ROOSEVELT,BOSTON,SUFFOLK COUNTY,95 NEEDHAM ROAD,HYDE PARK,MA,02136,3317,6176358676,11,City: Large,No,Ð,Yes,Yes,493.00000,34.74000,14.2000000,269.00000,45.00000
250279000331,00350326,2502790,35,2502790,PK,05,GARDNER PILOT ACADEMY,BOSTON,SUFFOLK COUNTY,30 ATHOL STREET,ALLSTON,MA,02134,1124,6176358365,11,City: Large,No,Ð,Yes,Yes,346.00000,27.00000,12.8000000,270.00000,27.00000
250279000241,00350122,2502790,35,2502790,PK,05,GEORGE H CONLEY,BOSTON,SUFFOLK COUNTY,450 POPLAR STREET,ROSLINDALE,MA,02131,4650,6176358099,11,City: Large,No,Ð,Yes,Yes,203.00000,17.80000,11.4000000,146.00000,12.00000
250279000952,00350426,2502790,35,2502790,06,08,HARBOR SCHOOL,BOSTON,SUFFOLK COUNTY,11 CHARLES ST,DORCHESTER,MA,02122,,6176356365,11,City: Large,No,Ð,Yes,Yes,239.00000,30.49000,7.8000000,176.00000,24.00000
250279000244,00350200,2502790,35,2502790,PK,05,HARVARD-KENT,BOSTON,SUFFOLK COUNTY,50 BUNKER HILL STREET,CHARLESTOWN,MA,02129,3174,6176358358,11,City: Large,No,Ð,Yes,Yes,514.00000,39.61000,13.0000000,366.00000,2.00000
250279001126,00350010,2502790,35,2502790,PK,01,HAYNES EARLY EDUCATION CENTER,BOSTON,SUFFOLK COUNTY,263 BLUE HILL AVENUE,ROXBURY,MA,02119,,6176356446,11,City: Large,No,Ð,Yes,Yes,198.00000,16.00000,12.4000000,159.00000,17.00000
250279000247,00350135,2502790,35,2502790,KG,05,HENRY GREW,BOSTON,SUFFOLK COUNTY,40 GORDON AVENUE,HYDE PARK,MA,02136,1549,6176358715,11,City: Large,No,Ð,Yes,Yes,265.00000,19.65000,13.5000000,206.00000,23.00000
250279002677,00350377,2502790,35,2502790,PK,08,HIGGINSON/LEWIS K-8,BOSTON,SUFFOLK COUNTY,131 WALNUT AVENUE,ROXBURY,MA,02119,,6176358137,11,City: Large,No,Ð,Yes,Yes,416.00000,33.48000,12.4000000,315.00000,16.00000
250279002374,00350750,2502790,35,2502790,PK,12,HORACE MANN SCHOOL FOR THE DEAF,BOSTON,SUFFOLK COUNTY,40 ARMINGTON STREET,ALLSTON,MA,02134,2406,6176358534,11,City: Large,No,Ð,Yes,Yes,128.00000,42.40000,3.0000000,93.00000,8.00000
250279000249,00350141,2502790,35,2502790,PK,05,HUGH ROE O'DONNELL,BOSTON,SUFFOLK COUNTY,33 TRENTON STREET,EAST BOSTON,MA,02128,2533,6176358454,11,City: Large,No,Ð,Yes,Yes,289.00000,19.99000,14.5000000,158.00000,2.00000
250279000251,00350013,2502790,35,2502790,PK,08,JACKSON MANN,BOSTON,SUFFOLK COUNTY,40 ARMINGTON STREET,ALLSTON,MA,02134,2406,6176358532,11,City: Large,No,Ð,Yes,Yes,728.00000,54.61000,13.3000000,549.00000,46.00000
250279000254,00350146,2502790,35,2502790,PK,05,JAMES CONDON ELEMENTARY,BOSTON,SUFFOLK COUNTY,200 D STREET,SOUTH BOSTON,MA,02127,2103,6176358608,11,City: Large,No,Ð,Yes,Yes,771.00000,58.56000,13.2000000,501.00000,16.00000
250279000255,00350154,2502790,35,2502790,PK,05,JAMES J CHITTICK,BOSTON,SUFFOLK COUNTY,154 RUSKINDALE ROAD,MATTAPAN,MA,02126,1652,6176358652,11,City: Large,No,Ð,Yes,Yes,333.00000,21.00000,15.9000000,247.00000,26.00000
250279000257,00350156,2502790,35,2502790,PK,05,JAMES OTIS,BOSTON,SUFFOLK COUNTY,218 MARION STREET,EAST BOSTON,MA,02128,1758,6176358372,11,City: Large,No,Ð,Yes,Yes,391.00000,26.98000,14.5000000,181.00000,3.00000
250279000258,00350485,2502790,35,2502790,06,08,JAMES P TIMILTY MIDDLE,BOSTON,SUFFOLK COUNTY,205 ROXBURY STREET,ROXBURY,MA,02119,1525,6176358109,11,City: Large,No,Ð,Yes,Yes,692.00000,54.15000,12.8000000,484.00000,12.00000
250279000259,00350153,2502790,35,2502790,KG,05,JAMES W HENNIGAN,BOSTON,SUFFOLK COUNTY,200 HEATH STREET,JAMAICA PLAIN,MA,02130,1103,6176358264,11,City: Large,No,Ð,Yes,Yes,572.00000,41.67000,13.7000000,442.00000,3.00000
250279000261,00350525,2502790,35,2502790,09,12,JEREMIAH E BURKE HIGH,BOSTON,SUFFOLK COUNTY,60 WASHINGTON STREET,DORCHESTER,MA,02121,3105,6176359837,11,City: Large,No,Ð,Yes,Yes,638.00000,49.58000,12.9000000,462.00000,22.00000
250279000264,00350172,2502790,35,2502790,KG,05,JOHN D PHILBRICK,BOSTON,SUFFOLK COUNTY,40 PHILBRICK STREET,ROSLINDALE,MA,02131,3121,6176358069,11,City: Large,No,Ð,Yes,Yes,152.00000,9.77000,15.6000000,60.00000,5.00000
250279000265,00350166,2502790,35,2502790,KG,05,JOHN F KENNEDY,BOSTON,SUFFOLK COUNTY,7 BOLSTER STREET,JAMAICA PLAIN,MA,02130,1928,6176358127,11,City: Large,No,Ð,Yes,Yes,390.00000,26.73000,14.6000000,299.00000,6.00000
250279000267,00350178,2502790,35,2502790,PK,05,JOHN MARSHALL,BOSTON,SUFFOLK COUNTY,35 WESTVILLE STREET,DORCHESTER,MA,02124,1099,6176358810,11,City: Large,No,Ð,Yes,Yes,716.00000,54.46000,13.1000000,545.00000,12.00000
250279000268,00350167,2502790,35,2502790,PK,05,JOHN P HOLLAND,BOSTON,SUFFOLK COUNTY,85 OLNEY STREET,DORCHESTER,MA,02121,3535,6176358832,11,City: Large,No,Ð,Yes,Yes,774.00000,63.92000,12.1000000,554.00000,8.00000
250279000269,00350179,2502790,35,2502790,06,08,JOHN W MCCORMACK,BOSTON,SUFFOLK COUNTY,315 MT VERNON STREET,DORCHESTER,MA,02125,3109,6176358657,11,City: Large,No,Ð,Yes,Yes,662.00000,51.92000,12.8000000,478.00000,15.00000
250279000270,00350180,2502790,35,2502790,PK,05,JOHN WINTHROP,BOSTON,SUFFOLK COUNTY,35 BROOKFORD STREET,DORCHESTER,MA,02125,3012,6176358379,11,City: Large,No,Ð,Yes,Yes,350.00000,26.33000,13.3000000,232.00000,3.00000
250279000272,00350182,2502790,35,2502790,PK,08,JOSEPH J HURLEY,BOSTON,SUFFOLK COUNTY,70 WORCESTER STREET,BOSTON,MA,02118,3913,6176358489,11,City: Large,No,Ð,Yes,Yes,342.00000,29.37000,11.6000000,234.00000,13.00000
250279000273,00350183,2502790,35,2502790,02,05,JOSEPH LEE,BOSTON,SUFFOLK COUNTY,155 TALBOT AVENUE,DORCHESTER,MA,02124,2904,6176358687,11,City: Large,No,Ð,Yes,Yes,350.00000,29.78000,11.8000000,290.00000,20.00000
250279000274,00350184,2502790,35,2502790,PK,05,JOSEPH P MANNING,BOSTON,SUFFOLK COUNTY,130 LOUDERS LANE,JAMAICA PLAIN,MA,02130,3425,6176358102,11,City: Large,No,Ð,Yes,Yes,164.00000,13.00000,12.6000000,62.00000,7.00000
250279000275,00350181,2502790,35,2502790,PK,05,JOSEPH P TYNAN,BOSTON,SUFFOLK COUNTY,650 E. FOURTH STREET,SOUTH BOSTON,MA,02127,3005,6176358641,11,City: Large,No,Ð,Yes,Yes,386.00000,27.96000,13.8000000,252.00000,4.00000
250279000277,00350286,2502790,35,2502790,PK,05,JOSIAH QUINCY,BOSTON,SUFFOLK COUNTY,885 WASHINGTON STREET,BOSTON,MA,02111,1415,6176358497,11,City: Large,No,Ð,Yes,Yes,816.00000,56.56000,14.4000000,570.00000,75.00000
250279000278,00350190,2502790,35,2502790,PK,08,JOYCE KILMER,BOSTON,SUFFOLK COUNTY,35 BAKER STREET,WEST ROXBURY,MA,02132,,6176358060,11,City: Large,No,Ð,No, ,453.00000,27.47000,16.5000000,116.00000,32.00000
250279002669,00350376,2502790,35,2502790,PK,08,KING K-8,BOSTON,SUFFOLK COUNTY,77 LAWRENCE AVENUE,DORCHESTER,MA,02121,,6176358212,11,City: Large,No,Ð,Yes,Yes,383.00000,26.58000,14.4000000,321.00000,16.00000
250279001768,00350001,2502790,35,2502790,PK,01,LEE ACADEMY,BOSTON,SUFFOLK COUNTY,155 TALBOT AVENUE,DORCHESTER,MA,02124,,6176356619,11,City: Large,No,Ð,Yes,Yes,196.00000,19.00000,10.3000000,142.00000,18.00000
250279002013,00350383,2502790,35,2502790,06,08,LILLA G. FREDERICK MIDDLE SCHOOL,BOSTON,SUFFOLK COUNTY,270 COLUMBIA ROAD,DORCHESTER,MA,02121,,6176351650,11,City: Large,No,Ð,Yes,Yes,632.00000,55.64000,11.4000000,442.00000,8.00000
250279000692,00350262,2502790,35,2502790,PK,08,LYNDON,BOSTON,SUFFOLK COUNTY,20 MT. VERNON STREET,WEST ROXBURY,MA,02132,1437,6176356824,11,City: Large,No,Ð,Yes,Yes,574.00000,42.98000,13.4000000,256.00000,37.00000
250279002458,00350004,2502790,35,2502790,KG,08,LYON K-8,BOSTON,SUFFOLK COUNTY,50 BEECHCROFT STREET,BRIGHTON,MA,02135,2519,6176357945,11,City: Large,No,Ð,Yes,Yes,125.00000,16.99000,7.4000000,42.00000,12.00000
250279002674,00350655,2502790,35,2502790,09,11,LYON UPPER 9-12,BOSTON,SUFFOLK COUNTY,95 BEECHCROFT STREET,BRIGHTON,MA,02135,,6176358351,11,City: Large,No,Ð,Yes,Yes,81.00000,10.98000,7.4000000,42.00000,4.00000
250279000282,00350537,2502790,35,2502790,09,12,MADISON PARK HIGH,BOSTON,SUFFOLK COUNTY,75 MALCOLM X BLVD,ROXBURY,MA,02120,3106,6176358970,11,City: Large,No,Ð,Yes,Yes,1259.00000,125.94000,10.0000000,976.00000,68.00000
250279000283,00350215,2502790,35,2502790,PK,05,MANASSAH E BRADLEY,BOSTON,SUFFOLK COUNTY,110 BEACHVIEW ROAD,EAST BOSTON,MA,02128,1001,6176358422,11,City: Large,No,Ð,Yes,Yes,293.00000,19.50000,15.0000000,201.00000,27.00000
250279000289,00350227,2502790,35,2502790,PK,05,MATHER,BOSTON,SUFFOLK COUNTY,1 PARISH STREET,DORCHESTER,MA,02122,,6176358757,11,City: Large,No,Ð,Yes,Yes,615.00000,44.37000,13.9000000,437.00000,48.00000
250279000290,00350226,2502790,35,2502790,PK,05,MATTAHUNT,BOSTON,SUFFOLK COUNTY,100 HEBRON STREET,MATTAPAN,MA,02126,1309,6176358792,11,City: Large,No,Ð,Yes,Yes,673.00000,51.47000,13.1000000,452.00000,12.00000
250279000291,00350229,2502790,35,2502790,PK,08,MAURICE J TOBIN,BOSTON,SUFFOLK COUNTY,40 SMITH ST,ROXBURY,MA,02120,,6176358393,11,City: Large,No,Ð,Yes,Yes,453.00000,36.85000,12.3000000,378.00000,18.00000
250279000292,00350231,2502790,35,2502790,KG,05,MICHAEL J PERKINS,BOSTON,SUFFOLK COUNTY,50 BURKE STREET,SOUTH BOSTON,MA,02127,3311,6176358601,11,City: Large,No,Ð,Yes,Yes,243.00000,18.53000,13.1000000,212.00000,9.00000
250279002670,00350378,2502790,35,2502790,03,08,MILDRED AVENUE K-8,BOSTON,SUFFOLK COUNTY,5 MILDRED AVENUE,MATTAPAN,MA,02126,,6176351642,11,City: Large,No,Ð,Yes,Yes,607.00000,45.78000,13.3000000,471.00000,22.00000
250279000946,00350382,2502790,35,2502790,KG,08,MISSION HILL SCHOOL,BOSTON,SUFFOLK COUNTY,67 ALLEGHENY STREET,BOSTON,MA,02120,3336,6176356384,11,City: Large,No,Ð,Yes,Yes,166.00000,12.00000,13.8000000,90.00000,4.00000
250279000294,00350237,2502790,35,2502790,PK,05,MOZART,BOSTON,SUFFOLK COUNTY,236 BEECH STREET,ROSLINDALE,MA,02131,3311,6176358082,11,City: Large,No,Ð,Yes,Yes,172.00000,11.53000,14.9000000,92.00000,6.00000
250279000295,00350243,2502790,35,2502790,PK,05,NATHAN HALE,BOSTON,SUFFOLK COUNTY,51 CEDAR STREET,ROXBURY,MA,02119,1498,6176358205,11,City: Large,No,Ð,Yes,Yes,168.00000,11.00000,15.3000000,120.00000,9.00000
250279000704,00350542,2502790,35,2502790,09,12,NEW MISSION HIGH SCHOOL,BOSTON,SUFFOLK COUNTY,67 ALLEGHANY STREET,ROXBURY,MA,02120,3423,6176356437,11,City: Large,No,Ð,Yes,Yes,258.00000,23.48000,11.0000000,181.00000,27.00000
250279002569,00350138,2502790,35,2502790,PK,05,O W HOLMES,BOSTON,SUFFOLK COUNTY,40 SCHOOL STREET,DORCHESTER,MA,02124,1135,6176358681,11,City: Large,No,Ð,Yes,Yes,326.00000,24.74000,13.2000000,247.00000,25.00000
250279000205,00350575,2502790,35,2502790,07,12,O'BRYANT SCHOOL MATH/SCIENCE,BOSTON,SUFFOLK COUNTY,55 MALCOLM X BLVD,ROXBURY,MA,02120,,6176359932,11,City: Large,No,Ð,Yes,Yes,1313.00000,80.04000,16.4000000,747.00000,152.00000
250279000297,00350255,2502790,35,2502790,PK,08,OLIVER HAZARD PERRY,BOSTON,SUFFOLK COUNTY,745 E. 7TH STREET,SOUTH BOSTON,MA,02127,4315,6176358840,11,City: Large,No,Ð,Yes,Yes,259.00000,19.10000,13.6000000,152.00000,17.00000
250279002006,00350257,2502790,35,2502790,PK,08,ORCHARD GARDENS,BOSTON,SUFFOLK COUNTY,906 ALBANY STREET,ROXBURY,MA,02119,,6176351660,11,City: Large,No,Ð,Yes,Yes,766.00000,65.63000,11.7000000,539.00000,6.00000
250279000302,00350264,2502790,35,2502790,PK,05,PATRICK J KENNEDY,BOSTON,SUFFOLK COUNTY,343 SARATOGA STREET,EAST BOSTON,MA,02128,1414,6176358466,11,City: Large,No,Ð,Yes,Yes,277.00000,24.39000,11.4000000,144.00000,2.00000
250279000304,00350268,2502790,35,2502790,PK,05,PAUL A DEVER,BOSTON,SUFFOLK COUNTY,325 MT VERNON STREET,DORCHESTER,MA,02125,3109,6176358694,11,City: Large,No,Ð,Yes,Yes,543.00000,36.54000,14.9000000,462.00000,16.00000
250279000308,00350278,2502790,35,2502790,PK,05,PHINEAS BATES,BOSTON,SUFFOLK COUNTY,426 BEECH STREET,ROSLINDALE,MA,02131,4849,6176358064,11,City: Large,No,Ð,Yes,Yes,320.00000,20.00000,16.0000000,211.00000,28.00000
250279001296,00350565,2502790,35,2502790,06,12,QUINCY UPPER SCHOOL,BOSTON,SUFFOLK COUNTY,152 ARLINGTON STREET,BOSTON,MA,02116,,6176358940,11,City: Large,No,Ð,Yes,Yes,513.00000,47.67000,10.8000000,364.00000,32.00000
250279000312,00350691,2502790,35,2502790,PK,08,RAFAEL HERNANDEZ,BOSTON,SUFFOLK COUNTY,61 SCHOOL STREET,ROXBURY,MA,02119,3126,6176358187,11,City: Large,No,Ð,Yes,Yes,417.00000,26.00000,16.0000000,270.00000,32.00000
250279000315,00350240,2502790,35,2502790,PK,08,RICHARD J MURPHY,BOSTON,SUFFOLK COUNTY,1 WORRELL STREET,DORCHESTER,MA,02122,3318,6176358781,11,City: Large,No,Ð,Yes,Yes,918.00000,60.41000,15.2000000,480.00000,90.00000
250279000319,00350298,2502790,35,2502790,PK,05,ROGER CLAP,BOSTON,SUFFOLK COUNTY,35 HARVEST STREET,DORCHESTER,MA,02125,1684,6176358672,11,City: Large,No,Ð,Yes,Yes,166.00000,13.00000,12.8000000,87.00000,17.00000
250279000321,00350302,2502790,35,2502790,PK,05,SAMUEL ADAMS,BOSTON,SUFFOLK COUNTY,165 WEBSTER STREET,EAST BOSTON,MA,02128,2810,6176358383,11,City: Large,No,Ð,Yes,Yes,278.00000,19.83000,14.0000000,234.00000,22.00000
